100,0,42
100,0,43
100,0,44
100,0,45
100,0,47
100,0,52
100,0,53
100,0,56
100,0,57
100,0,58
100,0,59
100,0,61
100,0,65
100,0,66
100,0,68
100,0,71
100,0,72
100,0,73
100,0,74
100,0,78
100,0,80
100,0,82
100,0,85
100,0,87
100,0,89
100,1,40
100,1,42
100,1,44
100,1,45
100,1,51
100,1,52
100,1,53
100,1,55
100,1,56
100,1,57
100,1,58
100,1,59
100,1,61
100,1,65
100,1,66
100,1,67
100,1,68
100,1,69
100,1,70
100,1,73
100,1,75
100,1,76
100,1,77
100,1,78
100,1,80
100,1,82
100,1,83
100,1,85
100,1,86
60,0,40
60,0,41
60,0,42
60,0,43
60,0,44
60,0,46
60,0,48
60,0,52
60,0,54
60,0,57
60,0,58
60,0,61
60,0,62
60,0,63
60,0,70
60,0,74
60,0,75
60,0,76
60,0,77
60,0,78
60,0,79
60,0,82
60,0,83
60,0,85
60,0,86
60,0,87
60,0,88
60,1,40
60,1,41
60,1,42
60,1,44
60,1,46
60,1,47
60,1,48
60,1,52
60,1,53
60,1,54
60,1,55
60,1,57
60,1,58
60,1,60
60,1,61
60,1,62
60,1,63
60,1,67
60,1,68
60,1,70
60,1,73
60,1,74
60,1,75
60,1,76
60,1,77
60,1,79
60,1,81
60,1,84
60,1,85
60,1,86
60,1,87
60,1,88
60,1,89
61,0,40
61,0,41
61,0,42
61,0,43
61,0,44
61,0,46
61,0,47
61,0,48
61,0,49
61,0,50
61,0,52
61,0,53
61,0,54
61,0,56
61,0,57
61,0,58
61,0,60
61,0,62
61,0,63
61,0,64
61,0,65
61,0,66
61,0,67
61,0,68
61,0,69
61,0,70
61,0,71
61,0,72
61,0,73
61,0,74
61,0,76
61,0,78
61,0,79
61,0,80
61,0,81
61,0,82
61,0,85
61,0,86
61,0,88
61,1,40
61,1,41
61,1,42
61,1,43
61,1,44
61,1,46
61,1,47
61,1,50
61,1,52
61,1,53
61,1,54
61,1,55
61,1,56
61,1,57
61,1,58
61,1,60
61,1,64
61,1,65
61,1,66
61,1,67
61,1,68
61,1,69
61,1,70
61,1,71
61,1,72
61,1,73
61,1,74
61,1,76
61,1,78
61,1,79
61,1,80
61,1,81
61,1,82
61,1,83
61,1,84
61,1,85
61,1,86
61,1,88
62,0,43
62,0,44
62,0,45
62,0,46
62,0,49
62,0,50
62,0,51
62,0,52
62,0,53
62,0,55
62,0,56
62,0,57
62,0,59
62,0,62
62,0,63
62,0,64
62,0,65
62,0,66
62,0,68
62,0,70
62,0,71
62,0,72
62,0,74
62,0,75
62,0,76
62,0,77
62,0,78
62,0,79
62,0,80
62,0,81
62,0,82
62,0,83
62,0,85
62,0,86
62,0,88
62,1,40
62,1,41
62,1,45
62,1,46
62,1,48
62,1,49
62,1,50
62,1,51
62,1,52
62,1,53
62,1,55
62,1,56
62,1,57
62,1,58
62,1,62
62,1,63
62,1,64
62,1,65
62,1,66
62,1,67
62,1,68
62,1,70
62,1,71
62,1,73
62,1,74
62,1,75
62,1,77
62,1,78
62,1,79
62,1,80
62,1,81
62,1,82
62,1,83
62,1,85
62,1,88
62,1,89
63,0,40
63,0,41
63,0,42
63,0,43
63,0,44
63,0,45
63,0,47
63,0,50
63,0,51
63,0,52
63,0,53
63,0,54
63,0,55
63,0,56
63,0,60
63,0,61
63,0,62
63,0,63
63,0,66
63,0,67
63,0,68
63,0,69
63,0,70
63,0,71
63,0,72
63,0,73
63,0,74
63,0,78
63,0,79
63,0,80
63,0,81
63,0,82
63,0,83
63,0,87
63,0,88
63,0,89
63,1,41
63,1,42
63,1,43
63,1,44
63,1,45
63,1,47
63,1,50
63,1,51
63,1,54
63,1,55
63,1,56
63,1,58
63,1,60
63,1,62
63,1,63
63,1,66
63,1,67
63,1,68
63,1,69
63,1,70
63,1,71
63,1,72
63,1,73
63,1,74
63,1,76
63,1,78
63,1,79
63,1,82
63,1,83
63,1,86
63,1,87
63,1,88
63,1,89
64,0,40
64,0,41
64,0,42
64,0,43
64,0,44
64,0,45
64,0,49
64,0,51
